NODE_1000003_length_95_cov_3.452631_41_119_-	UniRef100_B4X2H3
NODE_1000062_length_121_cov_3.479339_1_145_+	UniRef100_D0YY66
NODE_10002_length_112_cov_2.196429_1_136_+	UniRef100_A6EZC3
NODE_1000355_length_64_cov_2.359375_1_88_+	UniRef100_B5YJL6
NODE_1000522_length_94_cov_3.893617_1_118_-	UniRef100_Q4ZY18
NODE_100055_length_92_cov_3.739130_1_116_+	UniRef100_B9Z3K3
NODE_1000803_length_110_cov_2.518182_1_134_-	PF00719
NODE_1000974_length_55_cov_2.000000_1_79_+	UniRef100_Q2JCT6
NODE_1001099_length_160_cov_1.300000_1_184_+	UniRef100_C0VP98
NODE_100114_length_75_cov_9.386666_1_99_-	UniRef100_Q3SG58
NODE_1001159_length_118_cov_3.406780_1_142_-	UniRef100_A4XSB8
NODE_1001447_length_56_cov_8.767858_1_80_+	UniRef100_D5X162
NODE_1001505_length_51_cov_1.372549_1_75_+	UniRef100_B0RFA6
NODE_1002302_length_94_cov_4.085106_1_118_-	UniRef100_Q52523
NODE_1002354_length_73_cov_7.821918_1_97_+	PF00990
NODE_1002589_length_127_cov_2.787402_1_151_-	UniRef100_A1VMF3
NODE_1002698_length_69_cov_2.753623_1_93_+	UniRef100_D2UFM2
NODE_1003272_length_90_cov_12.755555_1_114_-	UniRef100_D8IYK4
NODE_1003327_length_105_cov_5.219048_1_129_-	UniRef100_Q3JAN9
NODE_1003672_length_104_cov_3.355769_1_128_+	UniRef100_Q9ZN70
NODE_1003899_length_287_cov_6.452961_1_311_-	UniRef100_C3JZH8
NODE_1004526_length_73_cov_1.863014_1_97_-	UniRef100_Q3SJY7
NODE_1004632_length_55_cov_1.272727_1_79_-	UniRef100_A9KBK7
NODE_1005031_length_56_cov_1.464286_1_80_-	UniRef100_D1SQZ7
NODE_1005328_length_63_cov_2.190476_1_87_-	UniRef100_Q2B6V9
NODE_1005381_length_59_cov_2.101695_1_83_+	PF07728
NODE_1005613_length_62_cov_1.064516_1_86_+	PF00358
NODE_1005671_length_136_cov_2.492647_1_160_+	UniRef100_Q2B5T6
NODE_1006189_length_217_cov_2.202765_1_241_-	UniRef100_Q3SF24
NODE_1006401_length_62_cov_3.129032_1_86_-	UniRef100_C1DED5
NODE_1006507_length_83_cov_5.156627_1_107_-	UniRef100_Q3SJZ9
NODE_1006626_length_123_cov_6.300813_1_147_+	PF01411
NODE_100666_length_155_cov_1.761290_1_179_-	UniRef100_A0K0E9
NODE_1006743_length_90_cov_12.877778_1_114_-	UniRef100_B9TKE4
