SampleID	Bacteroides_ovatus_CL02T12C04.xml	Prevotella_copri_CB7_DSM_18205.xml	Phocaeicola_abscessus_CCUG_55929.xml	Faecalibacterium_prausnitzii_M21_2.xml	Blautia_torques_ERR1022404.xml	Alistipes_shahii_WAL_8301.xml	Parabacteroides_distasonis_CL09T03C24.xml	Eubacterium_rectale_ATCC_33656.xml	Mediterraneibacter_massiliensis_DSM_100837.xml	Roseburia_intestinalis_XB6B4.xml	Ruminococcus_albus_8.xml	Escherichia_coli_MP021552_7.xml	Akkermansia_muciniphila_YL44.xml	Salmonella_enterica_subsp_enterica_serovar_Montevideo_str_SARB31.xml	Coprococcus_catus_GD_7.xml	Staphylococcus_warneri_L37603.xml	Phascolarctobacterium_succinatutens_YIT_12067.xml	Collinsella_tanakaei_YIT_12063.xml	Clostridium_bolteae_ATCC_BAA_613.xml	Dorea_longicatena_ERR1022383.xml	Bifidobacterium_dentium_ATCC_27679.xml	Flavonifractor_plautii_ERR1022420.xml	Prevotella_intermedia_ATCC_25611	Anaerostipes_hadrus_ERR1022376.xml	Catenibacterium_mitsuokai_ERR1022284.xml	Lachnospira_multipara_ATCC_19207.xml	Streptococcus_agalactiae_CCUG_25532.xml	Acidaminococcus_fermentans_DSM_20731.xml	Oscillibacter_ruminantium_GH1.xml	Megasphaera_elsdenii_DSM_20460.xml	Klebsiella_pneumoniae_1162281.xml	Clostridium_beijerinckii_G117.xml	Eubacterium_hallii_L2_7.xml	Veillonella_parvula_ATCC_17745.xml	Streptomyces_massiliensis_AP10.xml	Remaining
012219A01A	0.40294142221957	0.000496702575273791	0.149106711229149	0.0008895586523828	0.0080657097669422	0.00911670794664439	0.0763710423443048	0.0110148906329265	0.0185185461490257	0.000704395571603354	0.000755274387514547	0.0907400555041628	1.92474112977828e-05	0.00863179254573125	0.000231416549789621	0.0204015099519561	2.7901286144848e-05	0.00706350153680881	0.0100465518784877	0.000424785891199905	0.0217361463400078	0.00473366954134463	0.00992002626003402	0.00130733192086181	1.26824027931127e-05	0.000702455909999702	0.00441616185730059	0.0188265047297902	0.00914460923278923	0.0341713168810241	0.004124466593059	0.00090806003998687	0.000806750022380711	0.00029273969741279	0.000705290800035809	0.0726240637402644
012219A02A	0.0601344837412916	0.0111273472506018	0.0696477835648499	0.0308415238256926	0.0165163981640362	0.0808078725739266	0.103608263049713	0.00113262231168941	0.00921983665500494	0.00241076354993421	0.00366586429147441	0.0525759881644606	0.000154007530604449	0.0551371212718354	0.00345728716341169	0.00638221758717493	0.000283761906783001	0.0266918091034215	0.00879661911027303	0.00343667198214968	0.00282791780605965	0.00479969926088512	0.00552365592049816	0.000306802403487604	0.000211002443505308	0.000112777168080423	0.00216216871706876	0.00498887386540712	0.00522170414789574	0.000596627598877079	0.00136423993645674	0.00538541294027054	0.00151339683617601	3.75923893601412e-05	0.00728322227409702	0.411636663493546
012219A03A	0.198279978890408	0.0334312516254234	0.0341654487081021	0.0608360797601902	0.0358965721246926	0.0768351885339023	0.0725079503164158	0.00584848240588513	0.0514310569548349	0.0035474152156357	0.0053348105992052	0.0317659055756394	0.00029048501872944	0.00813434095641052	0.00496105827798656	0.00633059628513766	0.00998066981891073	0.0125478882043311	0.00216685094468466	0.00502493456482759	0.000660815396010165	0.00492950035055915	0.00976128519089124	0.000964607974498153	0.00738797696195255	0.00152276505237095	0.000614048828858698	0.000117866957861422	0.0102612692218195	0.000204936420281634	0.0221810406055472	0.00317442332640326	0.00296378366622511	1.52086397240544e-05	0.00666100398314274	0.269262502642501
012219A04A	0.0282868377253688	0.77709862674387	0.017365215515947	0.0550922222798545	0.00493757058059679	0.00304025494098302	0.00943925905501851	0.00574472596301281	0.00574563594653301	0.00683397623669035	0.000865394327708725	0.000426782270973073	0.000115567907065203	0.00359534488830407	0.000398572781846921	0.00284642845118075	3.18494232069457e-05	0.00544352141782712	0.0011174597628037	0.00236413718547557	0.0039293088402169	0.00108470035607655	0.0045781270901184	0.000794415613133246	0.00320223200757834	0.000545080128598871	0.000517780622992918	0.00613783884373854	0.00116750885641461	0.000135587544509569	0.000265715187897947	0.000852654558425947	0.000300294561665488	0.000192006522761873	0.000411312551129699	0.0450960533104746
012219A05A	0.33639418395851	7.84368682563903e-05	0.231491670527504	0.0249755538427268	0.00476603328024029	0.0278406957663962	0.19263007185863	0.000100608356350197	0.00817333083729788	0.000159592881279002	0.000306426698654965	0.0353170888836133	1.98706732916189e-05	0.00295173622622448	4.68529559718171e-05	0.000996880304293216	3.01197574104539e-05	1.65240335793462e-05	0.0182580112802675	0.000119642369713747	0.00185257424572493	0.0124729262076402	9.28692520155661e-05	0.000464555425059847	2.71914476622153e-06	3.97413465832377e-06	0.0121328239468805	1.92431783455677e-05	0.000150598787052269	0.000495721007380386	0.00184462597640828	0.000935176634598189	3.70222018170162e-05	0.00780018050937948	0.000376287802648656	0.0766453701854143
012219B01A	0.0201678936075449	0.562816155314288	0.00533379977166779	0.0544624818341865	0.00450410564925047	0.00131052720837866	0.031133791110624	0.0150333220352679	0.00263399759668132	0.00889994825147316	0.000641957531370276	0.00162406666971497	3.72570038933569e-05	0.0418990088427321	0.00217070433398146	0.0409433908857272	0.02154192707256	0.00816871906791686	0.00173462803841149	0.0029303601276512	0.00267536738671875	0.00157023755694697	0.0125165388436926	0.000354788287075376	0.00482441911129465	0.00021991309440949	0.000640868852685081	0.00711669256512294	0.00169458885565596	0.00351788372476171	0.00307527535708056	0.000562967844544425	0.000179752947355612	4.47567903913703e-05	0.00247432472285265	0.13054358210609
012219B02A	0.0545764491895231	0.437331125912709	0.0171529306642345	0.107740658779269	0.0110351248605921	0.00837776898903206	0.014045006502142	0.0205155754668652	0.0183489069802002	0.0174299660673175	0.00483803043258829	0.00033757013126303	6.59947232708314e-05	0.00706380930088799	0.00395351122788643	0.0170560750991464	0.0360202997869652	0.0148155779832108	0.00150221082322957	0.0100606344324383	0.000428965701260404	0.0021220389615754	0.0119763805360196	0.00114422505814895	0.00353760203662565	0.00681763473962233	0.00281996876882808	3.46590992717316e-05	0.00151360559559288	6.50451589072223e-05	0.0138163988816031	0.00148345692704829	0.000734962817433432	0.00166577328486124	0.00233331703247842	0.147238738047952
012219B03A	0.0341089928686204	0.210074456478173	0.046696061194647	0.122046680759881	0.0275641874871735	0.00228530671482913	0.0171152179231344	0.0074805505792443	0.0106221216643629	0.0166592961159282	0.00249242988119336	0.212832706367686	0.000141868618622143	0.00860213327544396	0.00434596721340613	0.0149740015633141	9.59288436603881e-05	0.00530335642374404	0.00202342849687242	0.0113638232729108	0.000603667276915539	0.00289155407270976	0.0107758873229908	0.00238385147391246	0.0109537337372928	0.000174227134059323	0.00191230584308428	7.46431756983894e-05	0.00332952281653392	0.000271051839165923	0.00128910878664132	0.00239721772668994	0.00311924621787902	0.000367589868609735	0.00302331737421863	0.19960455959075
012219B04A	0.136229123727253	0.00453829258370596	0.194368491427904	0.0728435709918022	0.0120350174182139	0.0443722550138153	0.0295242742833752	0.100760075204058	0.0154611492215297	0.0315151689427199	0.0188898182737742	0.000287554878579953	0.000149697686790152	0.00540687746694599	0.00639640454911818	0.00334916858581356	0.023092348249256	0.0114582161617682	0.00255585542079005	0.00622048862339868	0.000515061532515268	0.00137518891932648	0.00261082914757739	0.00363672346439352	0.00208984736756195	0.0138195491646954	0.00110877778181858	0.00100136757717254	0.00281042606329759	0.000318001865723712	0.00040511407894058	0.00225307704863822	0.00103773481181648	2.87554878579953e-05	0.00277405882865366	0.244761638149398
012219C01A	0.105232362108594	0.0573191611908192	0.00161236862327227	0.0574387018230518	0.0235600858976658	0.00266506974109158	0.00490373976290345	0.00979718416035146	0.00522232412727474	0.00434979190492573	0.00625901023216335	0.00287955652141336	0.000245086894314356	0.0478571483725172	0.0038384554206386	0.0754132659787647	0.000298279615834158	0.00372463443588118	0.00222093911463861	0.00313751262254702	0.00104297771711138	0.00256754975163861	0.014241064266245	0.00059226949606188	0.00406152167217326	0.00130894132471039	0.00227098603004702	0.000509906572418316	0.0041607575558688	0.00290987065303217	0.0453462231308836	0.00360051808566831	0.00102553279231188	6.0914245611386e-05	0.0106339685859802	0.487692319571576
012219C02A	0.354639007300686	0.000140400166314518	0.28009242539257	0.0303938673797994	0.00443251077211355	0.0820928755098427	0.0414160802611517	0.0118792568413703	0.00694494775354197	0.0405360259320707	0.00309458701371061	0.000156642779770711	0.0164783774515118	0.00359798498075066	0.00102365379804599	0.00527921852356859	0.00664532075531598	0.000952530839124174	0.00297596671543963	0.00127024620233547	0.000714059741562793	0.00775326387319146	0.000135478162236884	0.000618695912558629	5.61108464850308e-05	5.46342452617405e-05	0.000476203894511116	2.42408700823488e-05	0.00409289249075678	4.07295837424237e-05	0.000371119107453625	0.000930627920978701	0.000270833274371826	1.93188660047145e-05	0.00144325464566431	0.0889566101961037
012219C03A	0.047493991415353	0.0161669350761013	0.0110281751945133	0.0726331522404949	0.0643046636417703	0.0117966503393542	0.00773375566054337	0.00290238583689171	0.00791640772395482	0.00858241951615023	0.0360581902744459	0.00104913563252187	0.000371986519386735	0.0211631372496609	0.0245644750646521	0.0168797236162436	0.0186861970726666	0.00944444815688476	0.00348598145413317	0.00647078346597883	0.00341915752849484	0.00717911707774518	0.00553079357866624	0.00214504801299057	0.0206419106296819	0.00119392080473826	0.00206931423060046	0.00298925694022154	0.0132645492392096	0.00352830327370412	0.0144785172216394	0.00900786517604763	0.00100681381295092	0.000198244312727062	0.0293535230687329	0.495261069940148
012219C04A	0.0634800157953547	0.211953245185721	0.0319991871836549	0.0566652939415313	0.0539923605611914	0.0428191462464983	0.0208840177399049	0.000672596118002306	0.00623267385297291	0.00312374540879888	0.0365407514741116	0.00104287911967474	0.000186317450409619	0.0129797080493513	0.014813813079993	0.00912306382842614	0.00681655633515786	0.00516665204569364	0.00182215738297597	0.00312374540879888	0.001006659872814	0.00418830903860713	0.0124896193051408	0.000652510899288621	0.00246629552130197	0.00060203914359826	0.00103074332007725	0.00284579796762987	0.00723081985087548	0.00177798871699903	0.00257796369279211	0.00346378298744345	0.000754442208311	5.00484138439369e-05	0.00598802930372261	0.369437023549331
012219D01A	0.484168439148958	0.000205482460268162	0.115192526085292	0.016435459684655	0.00329242506948758	0.0214517414246366	0.0806181414346754	0.0165170252414027	0.00812518430678688	0.000514490434869903	0.000122348335121501	0.0127367753998281	3.76456415758466e-05	0.0102537316242212	0.0106490108607676	0.0279173803652882	0.0140747642441696	0	0.00552292933285649	0.000407827783738338	0.0928090550316537	0.00395436093386288	8.94083987426356e-05	0.0022806984521367	0	2.03913891869169e-05	0.000167836818692316	0	0.00288302871735025	1.88228207879233e-05	0.00121564050922005	0.00101643232254786	4.70570519698082e-05	2.50970943838977e-05	0.000594487423218577	0.0666343541576474
012219D02A	0.0200346021576651	0.257371410911942	0.00424594749770197	0.0837650958372209	0.0239813555353605	0.00259465685590491	0.00340782523494944	0.0337450990656559	0.0111809389696175	0.00867928056732928	0.00397932387683537	0.00121108393442877	0.000186165230226298	0.0281978044285443	0.0122504211862092	0.0203169218976263	0.00632654593307242	0.0111800552739044	0.00156729746830436	0.0119797578135113	0.00898314565039079	0.00190053491363936	0.0188490191566715	0.00132297664400646	0.0155671416012129	0.00291863653662649	0.0020670905151845	0.00111030054238718	0.00270734909969922	0.00751448545596763	0.00204348321542027	0.00279193140366732	0.00244623805685244	7.89014029553141e-05	0.00668848244870904	0.376808693680599
012219D03A	0.112456711912589	0.000530726081565468	0.144582456174627	0.200994884626737	0.018279278028317	0.0599770711819087	0.0356942945201799	0.00541262452629941	0.0154330622950728	0.0127312855558913	0.0220053854113825	0.00140908263096674	0.0726410914284877	0.0061282604311818	0.0231392664034202	0.004034802122067	0.000664698481855462	0.00640164786052357	0.00269242658207798	0.00285458900826233	0.00158492140634736	0.00493660384151902	0.000708797730284252	0.00149811845532614	0.000452994178480544	0.0114939946173797	0.00260813561356219	0.000491371688980282	0.00600559195216627	0.000244639185112875	0.000561288535381622	0.00479369994787636	0.000688701870240753	9.68508810429751e-05	0.005552876882853	0.210217767950034
012219D04A	0.151001038376127	0.365476852091862	0.186995615101927	0.0274037329232448	0.0123814523915893	0.0244854587745112	0.0378133155050925	0.00588732577518674	0.0131684700213565	0.0103807665296163	0.00102400137571693	0.000466513917188256	0.00313349611851769	0.00592552534558133	0.00194930943628548	0.00644075369748882	0.0157734278331254	0.00393555399725562	0.00505665149353998	0.00243286009567062	0.000480356270223229	0.00508227315660952	0.00472556636686215	0.00118212363923181	0.00165582493203438	0.00102865985991139	0.000401228588691583	2.84833033604242e-05	0.00375766645080138	4.6917590815652e-05	0.000460391337961249	0.00108349687385763	0.000612058273378087	0.000101754604761889	0.000650257843772675	0.097570820106843
012219E01A	0.416477214094636	5.83439834255459e-05	0.194583535089739	0.00113115886233201	0.00474292926486581	0.0187216714162109	0.0540257348563627	0.011361994649817	0.0156381720472785	0.00292434333251308	0.000374671567032077	0.000183366805051716	1.03193440072394e-05	0.00213729490303786	0.00170189796550164	0.0633968899084754	0.00353596291386523	0.00791295236432047	0.0105693896504918	0.00173563428244838	0.00215198012335585	0.0116441890186304	0.000126610413011899	0.0003282345189995	4.76277415718742e-06	3.73083975646348e-05	0.000288147836509839	0.0301158147915889	0.003724886288767	0.00279773291950118	0.000515173404669106	0.000639005532755979	0.000176619541662367	3.81021932574994e-05	0.000538987275455043	0.135648967668701
012219E02A	0.0962173518194432	0.0200944060576058	0.234291876128654	0.0440733006561012	0.0244425580276525	0.0650782562768873	0.0130115549807214	0.00229565690300719	0.0107562071634257	0.0086021767777832	0.00994610348409948	0.00130688592485166	0.000247083801063986	0.0289432308625534	0.0100916519665605	0.0236958594507157	0.011193506271658	0.00416294806272355	0.006510679946731	0.00482750325958877	0.00112059258277961	0.00468021168152946	0.000568467052007	0.000872637233916457	0.00492751336954324	0.000807053262029103	0.00200695669453295	0.0033598167657907	0.0127583703450632	0.000384352579432866	0.00258065303333496	0.00633201264790166	0.00113911297351192	6.10083459417248e-05	0.00885231099614427	0.329760132614713
012219E03A	0.0511020101661229	0.487623939158346	0.049263456032845	0.0654196739576255	0.0149675855356192	0.0180172183349352	0.0252836903311642	0.00688386500400972	0.00463311560444763	0.0139503610789721	0.00481472639008772	0.000583603198798512	0.00136310117761331	0.00999879606333115	0.00374444709718626	0.0111598807490527	0.000118353096259838	0.00359752601217404	0.00902952501637558	0.00258438269677733	0.000450966108162487	0.00362405343030125	0.0167194154173273	0.000536670074419611	2.85679887523747e-05	0.0047892192572731	0.0013437157566742	8.87648221948786e-05	0.00473922527695645	0.000394850415970322	0.00100804188883379	0.00194466380578665	0.00094784505539129	0.000253030757521033	0.0033455155399656	0.175646197702726
012219E04A	0.353842877999232	0.000361335842308148	0.172281465678698	0.00695911097798738	0.0296692724278678	0.0217806725397325	0.0415563386762815	0.00138081911167757	0.0152993806690079	0.0351524759146229	0.000653053406727978	7.98063185549011e-05	0.145449562576474	0.00110642121639093	0.000999107188036252	0.000914546450503612	0.00895766495541544	0.00454454534000718	0.0265473171662712	0.000918961268125798	0.000102559609376937	0.0058652550117519	7.13162846660819e-05	0.0215921937874007	1.08672433776887e-05	0.00756190338409355	0.00372780407990277	3.09037233553021e-05	0.00148847274138779	3.80353518219103e-05	0.000130067319176711	0.00125346860334528	0.000466272661173954	0.00782509443464694	0.000800779996393434	0.0805802700442059
012219F01A	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
012219F02A	0.019384570604542	0.138982485279569	0.00647945609336157	0.212254273693285	0.0265397131057517	0.00229767470330246	0.00330252643750269	0.0115972343914102	0.0175845566837801	0.0171950077926566	0.0160355555371897	0.000831888204142938	0.000443243258599848	0.012935254639533	0.0147474847391387	0.160348659558469	0.0310052559270098	0.0110023090644176	0.00179580411705889	0.0106115721305313	0.000788498816283262	0.00337654666702997	0.0104048785168164	0.00441895088334208	0.00770889956376878	0.0032544107056083	0.00140294936781274	0.000252949800415273	0.00550402133104954	0.000254086189144931	0.00129656788650679	0.00348879088110029	0.00356430907758939	7.00428689734755e-05	0.00621989457670101	0.232619676906605
012219F03A	0.695315084471895	0.000196001568012544	0.00738686885104837	0.00752406994865715	0.00268091900832768	0.000295436509833542	0.00161438364677649	0.000763928062644013	0.0109980782285283	0.00961555009513247	0.00106032067768737	0.0574112495338987	0.0741196661280607	0.00114015546270712	0.000331768507806599	0.0010063007333327	0.0010894818865868	1.52976833570766e-05	0.0168652178485721	0.000414471608455794	0.000131942518954786	0.0101863449053934	0.000400130030308535	0.000777791588186364	1.67318411718025e-05	0.00625053780918052	0.00157422722796417	0.0246015431538086	0.00343815433450297	3.01173141092446e-05	0.000245240986318134	0.000670229752081919	0.000229943302961058	0.00289938904877093	0.000393437293839814	0.058309988431127
