NODE_1000003_length_95_cov_3.452631_41_119_-	1.2.1.11
NODE_1000019_length_70_cov_1.785714_1_94_-	2.2.1.2
NODE_1000021_length_140_cov_3.728571_1_164_+	4.1.1.31
NODE_1000023_length_112_cov_7.339286_1_136_-	2.3.1.29
NODE_1000062_length_121_cov_3.479339_1_145_+	1.8.1.4
NODE_1000112_length_106_cov_3.386792_1_105_+	2.5.1.3
NODE_1000126_length_115_cov_20.400000_1_139_+	3.1.26.3
NODE_1000144_length_76_cov_7.855263_1_100_+	2.7.2.11
NODE_1000192_length_229_cov_2.541485_1_253_-	3.2.1.75
NODE_1000195_length_61_cov_5.229508_1_85_-	4.2.1.11
NODE_1000198_length_64_cov_1.562500_1_88_-	2.8.3.6
NODE_100022_length_144_cov_1.979167_1_168_+	2.1.1.-
NODE_1000241_length_63_cov_1.793651_1_87_-	3.4.11.1 || 3.4.11.10
NODE_1000243_length_227_cov_2.863436_1_251_+	3.2.1.55
NODE_100024_length_119_cov_8.773109_1_109_+	2.1.1.-
NODE_1000253_length_149_cov_5.563758_1_173_-	3.6.1.-
NODE_1000258_length_73_cov_2.602740_1_97_-	6.3.4.4
NODE_1000261_length_74_cov_9.770270_1_98_+	2.7.1.39
NODE_1000286_length_115_cov_1.626087_1_139_-	2.4.1.18
NODE_1000355_length_64_cov_2.359375_1_88_+	2.7.8.-
NODE_1000374_length_87_cov_2.126437_1_111_-	6.4.1.2
NODE_1000388_length_67_cov_2.223881_1_91_+	2.7.7.7
NODE_1000407_length_94_cov_1.042553_1_118_+	4.1.1.49
NODE_1000411_length_96_cov_7.218750_1_120_-	3.1.1.73
NODE_1000425_length_50_cov_2.140000_1_74_+	3.6.3.25
NODE_1000432_length_74_cov_2.459460_1_98_+	3.6.-.-
NODE_1000480_length_59_cov_4.033898_1_83_+	1.1.2.4
NODE_100050_length_147_cov_6.156463_1_171_-	2.7.4.1
NODE_1000537_length_85_cov_3.847059_1_109_+	2.7.7.7
NODE_1000555_length_292_cov_3.047945_1_316_+	6.3.3.1
NODE_10005_length_89_cov_4.123596_1_113_+	1.4.3.16
NODE_1000609_length_95_cov_2.231579_1_119_-	1.6.99.5
NODE_1000699_length_58_cov_1.000000_1_82_+	6.3.4.6
NODE_1000706_length_83_cov_9.915663_1_103_+	4.1.3.36
NODE_1000707_length_138_cov_0.666667_1_162_-	2.7.1.2
NODE_1000757_length_80_cov_1.787500_1_104_-	3.6.1.41
NODE_1000803_length_110_cov_2.518182_1_134_-	3.6.1.1
NODE_1000817_length_90_cov_3.188889_1_114_-	3.6.1.1
NODE_1000877_length_106_cov_1.830189_1_130_+	3.4.24.-
NODE_1000887_length_219_cov_3.378995_1_243_-	3.6.3.-
NODE_1000900_length_80_cov_3.612500_1_104_-	1.3.5.2
NODE_1000917_length_122_cov_2.893443_1_146_+	3.6.4.12 || 3.1.-.-
NODE_1000919_length_183_cov_1.666667_1_207_+	3.1.21.-
NODE_1000938_length_134_cov_3.208955_1_158_-	2.3.1.n2
NODE_100094_length_130_cov_9.738461_1_154_-	3.6.1.11
NODE_1001000_length_158_cov_6.474684_1_182_+	1.6.99.5
NODE_1001032_length_112_cov_2.142857_1_136_-	2.8.1.7
NODE_1001064_length_151_cov_5.503311_1_175_+	3.6.1.-
NODE_1001137_length_88_cov_1.318182_1_112_-	2.3.1.41
NODE_100114_length_75_cov_9.386666_1_99_-	6.1.1.4
NODE_1001161_length_125_cov_2.472000_1_149_-	2.1.1.107
NODE_1001211_length_78_cov_4.794872_1_102_+	2.7.4.22
NODE_1001226_length_79_cov_2.468354_1_103_-	6.3.2.8
NODE_1001239_length_97_cov_3.608248_1_121_-	5.4.2.8 || 5.4.2.2
NODE_1001257_length_66_cov_4.818182_1_90_+	4.1.1.20
NODE_100125_length_74_cov_1.554054_1_98_-	6.2.1.3 || 2.3.1.86 || 6.2.1.26
NODE_1001267_length_143_cov_1.811189_1_167_+	2.7.7.7
NODE_1001286_length_137_cov_2.328467_1_161_-	1.2.4.2
NODE_1001289_length_67_cov_8.507463_1_91_+	2.7.1.11
NODE_1001293_length_73_cov_6.356164_1_97_+	2.5.1.47
NODE_1001320_length_89_cov_1.393258_1_113_+	3.4.24.-
NODE_1001334_length_101_cov_3.950495_1_125_+	2.7.7.41
NODE_1001362_length_147_cov_6.884354_14_171_+	3.6.3.-
NODE_1001386_length_179_cov_5.374302_1_203_-	6.1.1.2
NODE_1001409_length_58_cov_1.931034_1_82_+	3.5.4.10 || 2.1.2.3
NODE_100140_length_71_cov_1.873239_1_95_+	2.4.99.-
NODE_1001456_length_137_cov_2.905109_1_161_-	2.7.3.-
NODE_1001466_length_63_cov_2.111111_1_87_-	1.5.1.5 || 3.5.4.9
NODE_1001487_length_61_cov_4.704918_1_85_+	4.2.1.49
NODE_1001505_length_51_cov_1.372549_1_75_+	2.7.1.17
NODE_100150_length_204_cov_8.068627_42_228_-	3.1.1.1
NODE_1001513_length_66_cov_2.545455_1_90_+	1.3.1.12
NODE_1001584_length_257_cov_2.560311_1_281_+	6.3.2.13
NODE_1001590_length_160_cov_6.118750_1_184_-	3.5.2.7
NODE_1001594_length_205_cov_7.512195_1_229_+	5.3.1.22
NODE_1001598_length_81_cov_6.000000_1_105_-	2.3.1.9
NODE_1001633_length_71_cov_1.816901_1_95_-	1.2.1.-
NODE_1001639_length_99_cov_8.010101_1_123_-	1.7.99.7
NODE_1001650_length_171_cov_3.385965_1_195_-	2.2.1.9
NODE_1001670_length_89_cov_1.146067_1_113_-	1.1.1.35
NODE_1001697_length_75_cov_2.160000_1_99_-	5.2.1.8
NODE_1001712_length_81_cov_3.518518_1_105_+	1.2.4.2
NODE_1001717_length_85_cov_4.176471_1_109_+	6.1.1.19
NODE_1001752_length_110_cov_8.790909_1_134_+	2.7.3.-
NODE_1001756_length_238_cov_2.226891_1_262_+	2.3.1.41
NODE_1001778_length_49_cov_3.040816_1_73_-	2.2.1.1
NODE_1001786_length_67_cov_1.925373_1_91_+	2.5.1.48
NODE_1001851_length_86_cov_1.162791_1_110_-	3.5.1.-
NODE_1001862_length_64_cov_1.687500_1_88_+	3.4.24.71
NODE_1001863_length_73_cov_1.438356_1_97_+	2.7.7.7
NODE_1001868_length_79_cov_2.632911_1_103_+	5.4.99.2
NODE_1001872_length_48_cov_9.958333_1_72_-	1.1.1.42
NODE_1001875_length_61_cov_2.639344_1_85_-	5.3.1.25
NODE_1001891_length_147_cov_1.721088_1_171_-	2.6.1.-
NODE_1001968_length_139_cov_1.661870_1_163_-	2.4.1.1
NODE_1001996_length_109_cov_2.926605_1_133_+	2.6.1.45
NODE_1001_length_82_cov_5.109756_1_106_+	2.1.2.1
NODE_1002007_length_75_cov_1.466667_1_99_-	1.4.7.1 || 1.4.1.13 || 1.4.1.14
NODE_1002028_length_68_cov_1.882353_1_92_-	2.7.7.6
NODE_1002042_length_106_cov_1.122642_1_130_-	2.1.2.1
