sample_id	total	oxidoreductase_activity__acting_on_the_CH_OH_group_of_donors__NAD_or_NADP_as_acceptor	acylglycerone_phosphate_reductase_activity	C_3_sterol_dehydrogenase__C_4_sterol_decarboxylase__activity	X3_keto_sterol_reductase_activity	X_R_R__butanediol_dehydrogenase_activity	X3_hydroxyacyl_CoA_dehydrogenase_activity	X3_hydroxybutyrate_dehydrogenase_activity	X3_isopropylmalate_dehydrogenase_activity	IMP_dehydrogenase_activity	L_iditol_2_dehydrogenase_activity	UDP_glucose_6_dehydrogenase_activity	aldo_keto_reductase__NADP__activity	carbonyl_reductase__NADPH__activity	X3_oxoacyl__acyl_carrier_protein__reductase__NADPH__activity	glucose_6_phosphate_dehydrogenase_activity	histidinol_dehydrogenase_activity	homoserine_dehydrogenase_activity	hydroxymethylglutaryl_CoA_reductase__NADPH__activity	isocitrate_dehydrogenase_activity	ketol_acid_reductoisomerase_activity	L_lactate_dehydrogenase_activity	malate_dehydrogenase__decarboxylating___NAD___activity	malate_dehydrogenase__decarboxylating___NADP___activity	octanol_dehydrogenase_activity	phosphogluconate_dehydrogenase__decarboxylating__activity	phosphoglycerate_dehydrogenase_activity	NAD_retinol_dehydrogenase_activity	sepiapterin_reductase_activity	shikimate_3_dehydrogenase__NADP___activity	phosphogluconate_2_dehydrogenase_activity	X3_hydroxyisobutyrate_dehydrogenase_activity	glycerate_dehydrogenase_activity	X2_dehydropantoate_2_reductase_activity	X2_deoxy_D_gluconate_3_dehydrogenase_activity	X2_hydroxy_3_oxopropionate_reductase_activity	X3_hydroxybutyryl_CoA_dehydrogenase_activity	X5_amino_6__5_phosphoribosylamino_uracil_reductase_activity	D_lactate_dehydrogenase_activity	L_threonine_3_dehydrogenase_activity	UDP_N_acetylmuramate_dehydrogenase_activity	dTDP_4_dehydrorhamnose_reductase_activity	fructuronate_reductase_activity	galactitol_1_phosphate_5_dehydrogenase_activity	gluconate_dehydrogenase_activity	lactaldehyde_reductase_activity	mannitol_1_phosphate_5_dehydrogenase_activity	sorbitol_6_phosphate_2_dehydrogenase_activity	tagaturonate_reductase_activity	tartrate_dehydrogenase_activity	ureidoglycolate_dehydrogenase_activity	L_galactose_dehydrogenase_activity	X15_hydroxyprostaglandin_dehydrogenase__NAD___activity	hydroxypyruvate_reductase_activity	X5_exo_hydroxycamphor_dehydrogenase_activity	acetoacetyl_CoA_reductase_activity	alcohol_dehydrogenase__NAD_P____activity	aryl_alcohol_dehydrogenase__NAD___activity	perillyl_alcohol_dehydrogenase_activity	carveol_dehydrogenase_activity	X4__hydroxymethyl_benzenesulfonate_dehydrogenase_activity	X_R__aminopropanol_dehydrogenase_activity	galactose_1_dehydrogenase_activity	acetoin_dehydrogenase_activity	L_malate_dehydrogenase_activity	quinate_3_dehydrogenase__NAD___activity	X1_deoxy_D_xylulose_5_phosphate_reductoisomerase_activity	serine_3_dehydrogenase_activity	sorbose_reductase_activity	X____trans_carveol_dehydrogenase_activity	GDP_4_dehydro_6_deoxy_D_mannose_reductase_activity	X4_phosphoerythronate_dehydrogenase_activity	X1_5_anhydro_D_fructose_reductase__1_5_anhydro_D_mannitol_forming__activity	steroid_dehydrogenase_activity__acting_on_the_CH_OH_group_of_donors__NAD_or_NADP_as_acceptor	X3alpha_hydroxy_bile_acid_CoA_ester_3_dehydrogenase_activity	hydroxymethylfurfural_reductase__NADH__activity	chlorophyll_ide__b_reductase_activity	X3_hydroxypropionate_dehydrogenase__NADP___activity	prostaglandin_D2_11_ketoreductase_activity	X13_prostaglandin_reductase_activity	GDP_4_dehydro_D_rhamnose_reductase_activity	X2_hydroxymethylglutarate_dehydrogenase_activity	methylglyoxal_reductase__NADPH_dependent__activity	L_arabinose_1_dehydrogenase__NADP___activity	D_arabinose_1_dehydrogenase__NAD_P____activity	cinnamyl_alcohol_dehydrogenase_activity	dihydrokaempferol_4_reductase_activity	mannitol_dehydrogenase_activity	D_xylulose_reductase_activity	D_malate_dehydrogenase__decarboxylating__activity	malate_dehydrogenase__NADP___activity	X2_dehydro_3_deoxy_D_gluconate_5_dehydrogenase_activity	L_arabinitol_2_dehydrogenase_activity	UDP_N_acetylglucosamine_6_dehydrogenase_activity	sterol_4_alpha_carboxylate_3_dehydrogenase__decarboxylating__activity	X3_hydroxy_2_methylbutyryl_CoA_dehydrogenase_activity	prostaglandin_F_synthase_activity	X15_hydroxyprostaglandin_dehydrogenase__NADP___activity	D_arabinitol_2_dehydrogenase_activity	tetrahydroxynaphthalene_reductase_activity	homoisocitrate_dehydrogenase_activity	X____neomenthol_dehydrogenase_activity	X_S_S__butanediol_dehydrogenase_activity	X1_3_propanediol_dehydrogenase_activity	X3_dehydro_L_gulonate_2_dehydrogenase_activity	X3_dehydrosphinganine_reductase_activity	X4_hydroxybutyrate_dehydrogenase_activity	aldose_1_dehydrogenase_activity	aldose_6_phosphate_reductase__NADPH__activity	allyl_alcohol_dehydrogenase_activity	aryl_alcohol_dehydrogenase__NADP___activity	galactitol_2_dehydrogenase_activity	carnitine_3_dehydrogenase_activity	D_arabinitol_4_dehydrogenase_activity	D_iditol_2_dehydrogenase_activity	D_threo_aldose_1_dehydrogenase_activity	D_xylose_1_dehydrogenase__NADP___activity	D_xylose_1_dehydrogenase__NAD__activity	farnesol_dehydrogenase_activity	flavanone_4_reductase_activity	galactose_1_dehydrogenase__NADP___activity	GDP_6_deoxy_D_talose_4_dehydrogenase_activity	GDP_mannose_6_dehydrogenase_activity	glucose_1_dehydrogenase__NAD___activity	glucose_1_dehydrogenase__NADP___activity	glucose_1_dehydrogenase__NAD_P___activity	L_glucuronate_reductase_activity	glucuronolactone_reductase_activity	glycerol_3_phosphate_dehydrogenase__NAD_P____activity	glycerol_2_dehydrogenase__NADP___activity	hydroxyphenylpyruvate_reductase_activity	isopropanol_dehydrogenase__NADP___activity	L_arabinitol_4_dehydrogenase_activity	L_arabinose_1_dehydrogenase__NAD___activity	L_rhamnose_1_dehydrogenase_activity	L_xylulose_reductase__NADP___activity	long_chain_alcohol_dehydrogenase_activity	mannitol_2_dehydrogenase__NADP___activity	mannitol_2_dehydrogenase_activity	mannuronate_reductase_activity	methanol_dehydrogenase_activity	morphine_6_dehydrogenase_activity	N_acylmannosamine_1_dehydrogenase_activity	propanediol_phosphate_dehydrogenase_activity	prostaglandin_E2_9_reductase_activity	pyridoxal_4_dehydrogenase_activity	ribitol_2_dehydrogenase_activity	ribitol_5_phosphate_2_dehydrogenase_activity	coniferyl_alcohol_dehydrogenase_activity	tropine_dehydrogenase_activity	uronate_dehydrogenase_activity	glycerol_1_phosphate_dehydrogenase__NAD_P____activity	X4_hydroxythreonine_4_phosphate_dehydrogenase_activity	L_idonate_5_dehydrogenase_activity	dTDP_4_dehydro_6_deoxyglucose_reductase_activity	X2__R__hydroxypropyl_CoM_dehydrogenase_activity	X2__S__hydroxypropyl_CoM_dehydrogenase_activity	GDP_L_fucose_synthase_activity	X_R__2_hydroxyacid_dehydrogenase_activity	X2_5_didehydrogluconate_reductase_activity	X4_carboxy_2_hydroxymuconate_semialdehyde_hemiacetal_dehydrogenase_activity	S__hydroxymethyl_glutathione_dehydrogenase_activity	quinate_3_dehydrogenase__NADP___activity	shikimate_3_dehydrogenase__NAD___activity	sinapyl_alcohol_dehydrogenase_activity	cyclopentanol_dehydrogenase_activity	X3_sulfolactaldehyde_reductase_activity	UDP_N_acetyl_D_mannosamine_dehydrogenase_activity	UDP_glucuronic_acid_dehydrogenase_activity	D_galacturonate_reductase_activity	S_sulfolactate_dehydrogenase_activity	cycloeucalenone_reductase_activity	cortisol_dehydrogenase_activity	cholesterol_dehydrogenase_activity	benzil_reductase___S__benzoin_forming__activity	X3_oxo_arachidoyl_CoA_reductase_activity	X3_oxo_behenoyl_CoA_reductase_activity	X3_oxo_lignoceroyl_CoA_reductase_activity	X3_oxo_cerotoyl_CoA_reductase_activity	L_2_hydroxycarboxylate_dehydrogenase__NAD___activity	scyllo_inositol_dehydrogenase__NADP___activity	R____3_4_dihydroxyphenyllactate_NADP__oxidoreductase_activity	tartronate_semialdehyde_reductase_activity	X4alpha_carboxy_4beta_methyl_5alpha_cholesta_8_en_3beta_ol_NAD_P___3_oxidoreductase__decarboxylating__activity	X4alpha_carboxy_5alpha_cholesta_8_en_3beta_ol_NAD_P___3_dehydrogenase__decarboxylating__activity	glucose_6_phosphate_3_dehydrogenase_activity	glyoxylate_reductase_activity	hydroxymethylglutaryl_CoA_reductase__NADH__activity	methylglyoxal_reductase__NADPH_dependent__acetol_producing_	glycerol_dehydrogenase__NAD_P____activity	Remaining
0159_AS41_40055_20180716_ST	251882058	349769.450793651	0	0	0	41.3666666666667	21786.2166666667	38470.1666666667	30023.5333333333	66431.0833333333	45153.5	65300.25	26665	5.75	136730.508333334	26669	23899.9666666667	72529.0166666667	14175.5833333333	46845.0333333334	32531.5833333333	26248.75	22416.7416666667	12053.875	0	36907.6666666667	45246.4166666667	2	0	112943.985714286	571	1173	8343.75	70147.1666666667	13536.3333333333	18748.1666666667	29604.5	61071.8888888889	16192.75	41845	51099.95	60379.5333333333	25311.5	5098.33333333333	82600.4833333333	37702.4333333333	50225	19419.5	62148	10973.9833333333	6749	7633	0	8521.53333333333	3	295	181186.966666667	24183.3333333333	4	4	0	0.333333333333333	0	18242.5	22198.75	2659	27481.6785714286	43374.75	17	0	8896.33333333333	35696.1666666667	54753.3333333333	14381.4166666667	6612.33333333333	0	0	17355	13.5	3	0	1635	404	30	0	6.58333333333333	46	3	4.75	11535.6166666667	0	30061	0	1366.66666666667	0	0	13.5	0	0	0	566.666666666667	0	1	28339	4098	1	280	0	0	0	430	0	6	6896.5	0	3394	5.83333333333333	0	0	0	0	23	1165.41666666667	0.666666666666665	23.1666666666667	6137.33333333335	0	0	50117.75	0	0	212.5	0	522.5	1	0	3192.83333333333	0	28057.1666666667	15338	21457.4333333333	107.5	0	0	0	10640.5	19040	712.5	11	0	0	3469.33333333333	34417.2833333333	3575	3990	10645	2	14631.1666666667	3538.5	50150.3333333333	43.5	14477.8333333333	2659	2659	6.58333333333333	4455.5	0.333333333333333	5834.25	3864	0	81.5	0	0	0	0	4	4	4	4	0	11.5	0	1091	0	0	1784	49576.0666666666	74	0	50456	248975361.287698
0159_AP39_21110_20190111_ST	186513229	148638.772222222	0	324	0	36.8	11692.2333333333	10372	32008.8333333333	59217.5833333333	32337.5	48109.75	13425.3333333333	58	52393.4916666665	8090.25	27630.4166666667	61917.6333333333	8716.41666666667	35075.4166666667	28803.0833333333	26827.25	16750.375	8909.15	5	10554.25	35728.1666666667	6.5	0	65253.9333333333	20.5	146.083333333333	7463.66666666667	42750.6666666667	3707.33333333333	7640.66666666667	11038.8333333333	41406.5555555556	5151.20833333335	23759.6666666667	46562.2833333333	105516.333333333	10728	2971.16666666667	42473.0166666667	26290.8333333333	31647.5	7295.5	42057	173.65	5334	1914	0	4123.33333333333	0	516.666666666667	94746.4666666667	767.833333333333	22.8833333333333	14.55	0	222	0	11274.8333333333	7776	868.75	23599.5952380952	3975.5	100	0	3091.5	21863	18328.6666666667	7182.88333333333	63	0	0	2443	27	15	0	1024.5	4638	13	0	0	49	0	14.75	1317.24166666666	0	7736.83333333333	0	1158.33333333333	324	0	27	0	0	8	261.333333333333	1073	3.5	7058.25	6168.5	0	143	0	0	0	2826	0	0	136	0	4177.5	54	0	0	0	0	75	269.083333333333	0	0	1526.85	0	0	52994.0833333333	0	0	446.5	0	14.5	0	0	270.833333333333	60	5049	7044	1257.5	916.5	0	0	0	2174.5	476	1759.5	3	0	0	9517	8484.63333333333	5847	2200.83333333333	1529.5	7	27149.9166666667	754	22085.8333333333	7	4962.33333333334	855.75	855.75	0	360.7	42.3333333333333	1636	141	0	1.5	0	0	0	0	1	1	1	1	0	14	0	208	324	324	84.6666666666667	9625.25	5137.5	0	19017.5	184869550.343651
0159_AA34_42475_20190911_ST	166344029	118174.922222222	0	0	0	21.3	1621.95	5588.33333333333	21658.1428571429	43640.25	34756.6666666667	52736.75	14404.8333333333	46.25	38026.7483516483	17622.5	21361.8583333333	41595.7416666667	15296	24327.8333333333	21469.1666666667	14826.3333333334	12629.0583333334	5604.76666666665	0	19119.0833333333	30407.3333333333	0.5	0	40372.7761904762	0	24.5833333333333	12819.3333333333	48120	10751.8333333333	3313.25	8651.5	65949.25	5192.58333333335	27919.3333333333	29965.8666666667	86530.8333333333	8262.5	511.166666666667	25054.5	18602.5333333333	20156	670.5	34506.5	3.33333333333333	319.5	8030	0	3978.25	3	2323.33333333333	110472.25	118	29.75	29.75	0	0	0	2612.33333333333	11954.625	3.25	18111.3333333333	3642.25	8	0	16904.5	20850.5	20824.8333333333	4757.75	77	0	0	74	9	0	0	83.3333333333333	433.5	3	0	0	76	0	1	61.5	0	6893.33333333333	0	1504	0	0	9	0	0	0	770	0	0	6954.5	2764.5	0	251.5	0	0	0	56	0.5	2.5	0	0	4171	23	0	0	0	0	47	53.75	7.75	14.75	4661	0	0	38488.2083333333	0	0	262.5	0	0	0	0	681	0	2170.5	11598	728.866666666667	567.5	0	0	0	255	9	1598.5	0	0	0	2525.5	8804.06666666667	152.5	12794.8333333333	680	0	25632.1666666667	1037.5	2275.5	2	4.5	3.25	3.25	0	207	3	4121.66666666667	5.33333333333333	0	219.5	0	0	0	1	3.75	3.75	3.75	3.75	0	24	0	1.5	0	0	460.833333333333	5028	83.5	0	3753	164963541.402045
0159_AA34_42480_20191103_ST	114788551	79404.1	0	0	0	13.1833333333333	1926.51666666667	14352	21789.9166666667	43917.3333333333	17463.1666666667	29284	11001	107	37129.4666666667	15282.75	21274.2416666667	38206.875	2539	16919.6666666666	19791.4166666667	17150.75	9664.23333333335	3569.19166666666	0	14198.9166666667	25869.5	15.5	0	39110.5	0	146.916666666667	10861.4166666667	43858.1666666667	2611.83333333333	1974.16666666667	8981.16666666667	22539.7777777778	2835.375	19633.3333333333	26554.8333333333	62656.1666666667	10257	885.333333333333	33039.75	16746.1666666667	37574.5	1325.5	21480.5	0	182	0	242	4833	0	10	96625.1833333334	11.3333333333333	0.4	0.4	0	0	0	1667.91666666666	2373.5	47	14063.1666666667	4335	0	0	3468	21498.6666666667	24458.8333333333	2231	12	0	0	68	86.5	28	2	6.5	269	0	0	0	22	299.75	1424.25	1	0	1121.33333333333	0	2293.66666666667	0	0	86.5	0	0	0	79.3333333333333	0	0.5	6367.16666666667	8347.5	1	0	2	0	0	717	0	2.5	0	0	70	1519.16666666667	0	0	0	0	212	82	0	3	1586	0	0	31479.7916666667	0	0	23.5	0	4	0	0	168.666666666667	0	1029	832	766	21	0	0	0	66	15	73	0	0	0	5915.5	5633.26666666667	0	17388	438	0	9516.16666666667	2299	15836.6666666667	1.5	2464.66666666666	47	47	0	402.5	20.9166666666667	1752.41666666667	47	0	0.5	0	0	0	0	0	0	0	0	0	12	0	7.75	0	0	1	3247.66666666667	399.166666666667	0	5575	113678321.163889
0159_AP39_21298_20181004_ST_E21	86839131	61744.5944444444	0	0.5	0	15.2	969.716666666667	8869	11752.6166666667	26604.95	15333	22320.1666666667	7799.66666666667	4	22206.5916666666	7266.5	13459.9916666667	23352.2083333333	4980.58333333333	11450.1166666667	13234.0833333333	9157.58333333335	7012.16666666665	2873.125	3	7908.5	18201.5833333333	2	0	21766.3166666667	0	23	6057.58333333333	30428.5	5050	1413.75	4748.5	30220.6944444444	2088.875	9255.83333333333	16225.3333333333	51500.6666666667	7748	124.5	17820.25	14289.6666666667	20778	436	17287	25.4	200	4525	0	5170.25	1	163.666666666667	50135.8166666666	41.5	4.7	4.03333333333333	0	1.33333333333333	0	2305	5473	18.25	9345.75	1686.5	13	0	5318	14483.3333333333	12871.1666666667	3497.25	6	0	0	40	31.5	0	0	24.25	252.333333333333	4	0	0	22	5.75	79.5	29.7	0	1099.5	0	2456	0.5	0	31.5	0	0	0	165.666666666667	0	0	4628.91666666667	776	0	7.5	0	0	0	222	0	3	0	0	2116.5	104.5	0	0	0	0	78	77	0	14	1414.25	0	0	18137.375	4	0	20	1.25	0	0	0	13.3333333333333	0	822.5	8562.5	456.833333333333	103.333333333333	0	0	0	152.5	2	396	4	0	1	2687	5555.00952380952	24	1919	510	0	9866.25	491	1064	3	93	18.25	18.25	0	389.5	1	849.416666666667	4.33333333333333	0	4.5	0	0.5	0	1	0.25	0.25	0.25	0.25	0	16.3333333333333	0	0.75	0.5	0.5	10.5	2802.66666666667	167.5	0	2196.83333333333	86099001.0515873
0159_AK37_71062_20190607_ST	69169479	56511.3333333333	0	60.25	0	14.3	2660.41666666667	2215.75	11686	24868.3333333333	13254.1666666667	22010.8333333333	3802.5	16.25	19166.0166666666	7569	11338.8333333333	22904.3333333333	7684.66666666667	9549	13085.9166666667	6942.5	5624.95	2611.725	2.33333333333333	12293.5833333333	15910.1666666667	1	0	26883.4666666667	3	11.6666666666667	6458.91666666667	24020.8333333333	1721	1743.75	4051.16666666667	19895.1666666667	3192	9848	17521.5333333333	35345	3683	625.333333333333	7853.43333333333	11429.3333333333	13715	1543.33333333333	9754	183.25	1609	992.5	0	1641.91666666667	0	344.5	46178.3000000001	136.833333333333	12.25	12.25	0	40.6666666666667	0	394.833333333333	5746	127.25	9200.41666666667	3617.25	1657	0	3241	8917.5	10994.3333333333	3290.3	14	0	0	458	670	0	0	225.166666666667	233	0	0	0.25	130.5	0	198.5	95.9583333333335	0	1675	0	2157	60.25	0	670	0	0	0	1277.66666666667	0	6.5	2671.08333333333	1161	0	55.5	0	0	0	158	0	0	27	0	761.5	185.166666666667	0	0	0	0	106	55.1666666666667	24.1666666666667	27.1666666666667	871.85	0	0	16086	1	0	192	0	0	0	0	56.8333333333333	0	1742	2597	306.166666666667	130.5	0	0	0	33	101	60.5	75	0	0	3147	7129.45	1053	1760.33333333333	210.5	0	8106.41666666667	2079	6527.33333333333	3.5	951.333333333334	127.25	127.25	0.25	122.2	3.75	219.333333333333	23.3333333333333	0	1	0	0	0	0	1.25	1.25	1.25	1.25	0	5.5	0	39	60.25	60.25	10.6666666666667	2233.83333333333	207	0	3403.66666666667	68527084.7666667
0159_AP39_21108_20171121_ST	68136264	83451.4944444445	0	528	0	17.2	15462.2333333333	997	8825.65	20647.1666666667	35168.8333333333	17235.9166666667	8771.83333333333	35.25	23007.325	7402	6236.08333333333	22197.3833333333	3247.16666666667	13233.5	10083.3333333333	8240.5	6086.24166666665	3415.58333333333	0.333333333333333	10213.75	14165.0833333333	14.5	0	21165.7595238095	4	2625.75	3106.16666666667	17127.6666666667	2297	11450.5	4127.66666666667	21771.5833333333	4577.125	24805.8333333333	15044.1333333333	29196.5	6832.5	4026	4725.45	11441.1666666667	13961.5	8608.66666666667	13830	26.5666666666667	13612.5	1001	0	1276.58333333333	3	151.666666666667	52685.95	94.1666666666667	13.35	12.85	0	302.666666666667	0	649	6460	1136.5	7578.23333333333	1072.25	3	0	2751	9149.5	10360.6666666667	6794.91666666667	265	0	0	3458	11	0	0	1594.66666666667	632	4	0	0.25	28	0	589.75	383.825	0	10191.5	0	963	528	0	11	0	0	0	404.333333333333	0	0	2762	7318	0	105	0	0	0	565	0	12.5	18	0	2801	21.1666666666667	0	0	0	0	191	400.333333333333	4.5	12	1958	0	0	15508.45	0	0	936.833333333333	0	17	0	0	40.1666666666667	0	12979	2076	149	835	0	0	0	62	88	951.5	0	0	0	2113	7489.28333333333	593	1903.33333333333	364.5	0	7455.75	1108.5	20917.6666666667	27.5	6420.16666666666	1121.5	1121.5	0.25	421.5	333.833333333333	1799.83333333333	33.6666666666667	0	3	0	0	0	0	0	0	0	0	0	35.5	0	256.5	528	528	134.666666666667	8855.75	515	0	13195.1666666667	67335568.1626984
0159_AP39_21129_20180205_ST	62377466	57386.3611111111	0.5	2	1	8.1	693.6	2148.5	9406.375	19910.0595238095	11364.3333333333	12604.5	4130	30.25	16230.6583333333	3125.5	9569.4	17593.0416666667	2663.2	7776.66666666667	8841.25	8131.75	5108.39166666665	2141.05833333334	44.6666666666667	4476.75	13616.5	0	0	19959.1595238095	0	15.6666666666667	3147.5	15154.1666666667	944.333333333333	2483.83333333333	3137.66666666667	24052.6666666667	1830.04166666666	10317.5	13724.25	35519	2979	352	8442.5	8483.16666666667	14503.3333333333	194.666666666667	6449.33333333333	2.83333333333333	598.5	2108.5	0	212.416666666667	1	50.6666666666667	44619.55	53	11.35	11.35	0	1.66666666666667	0.333333333333333	1774.16666666667	5569.25	31.75	7645.91666666667	1886.25	120	0	675.5	11025.3333333333	8486.83333333333	2209.21666666667	104	0	0	66	52	0	0	29.8333333333333	722	0.333333333333333	0	0	27	13.6666666666667	55.5	17.0833333333333	0	1215.33333333333	0	589.833333333333	2	0	52	0	0	0	252.333333333333	0	0	3464.5	1252	1	7.5	0	0	0	217	0	3.5	0	0	288.5	136	0	0	0	0	102	154	15.25	15.75	2955.6	0	0	13775.5416666667	0	0	107	0	0	0	0	43.1666666666667	15	2533	4116.5	334.333333333333	39	0	0	0	131	0	394	0	0	0	4394.83333333333	3667.13333333333	35	548.333333333333	337	0	2559.66666666667	2714.5	1114	1	67.1666666666666	31.75	31.75	0	1095.2	0	74.1666666666667	0.333333333333333	0	10.5	0	0	0	1	2.5	2.5	2.5	2.5	0	23.5	0	3.5	2	2	14.5	1072.25	255	0	3326.16666666667	61846984.1115079
0159_AP39_21301_20180706_ST_E21	62312960	44090.7055555556	0	0	0	10.8	748.25	6316	8337.375	17517.6666666667	11081.1666666667	15924.8333333333	5340.66666666667	0	15884.5166666667	4394.5	9489.66666666667	16901.375	2667.64285714286	8463.58333333334	9366.16666666667	7105.33333333335	4935.69166666667	2076.025	3	4957.58333333333	13368.6666666667	1.5	0	15820.8595238095	0	18.0833333333333	4108.83333333333	21586.5	3385	911.666666666667	3527.83333333333	21308.3333333333	1447.75	5906.33333333333	11911	36176.8333333333	5687	79.5	12337.5833333333	10453	15420	306	11885	19.5	114	3383	0	3646.5	0	98.3333333333333	36492.6333333333	8.83333333333333	3.8	3.8	0	0	0	1650.66666666667	3927.625	9.75	6718.36666666667	1382	13	0	3141.5	10020.5	9159.16666666667	2656.16666666667	1	0	0	21	15.5	0	0	7	154	6	0	0	10.5	5.5	29.75	37.25	0	715.5	0	1534	0	0	15.5	0	0	0	154.666666666667	4	0	3449.83333333333	331	0	7.5	0	0	0	192.5	0	3	0	0	1497	48.3333333333333	0	0	0	0	38	67.3333333333333	0.25	9.25	1007.25	0	0	13084.9583333333	0	0	11	0	0	0	0	13	0	572.5	6362.5	397.333333333333	96.5	0	0	0	140	0	294	0	0	0	2243	3901.53333333333	5	1155.5	376	0	7106.66666666667	434	555.333333333333	0.5	20.6666666666666	9.75	9.75	0	166	0	434.333333333333	1	0	2	0	0	0	0	1.25	1.25	1.25	1.25	0	5.33333333333333	0	0	0	0	22	1868.66666666667	59.1666666666667	0	1666.5	61788869.1253968
0159_AK37_71054_20190305_ST	44724247	40856.453968254	0	0	0	35.9	1619.68333333333	976	6242.41666666667	15817.6666666667	7052	13842.6666666667	3585.83333333333	43	12387.1333333333	7840	6116.51666666667	13722.175	7887.25	6016	4935.58333333333	9288.25	4541.25833333334	1101.96666666667	0	8297	8984.91666666667	12.5	0	13788.55	0.5	424.166666666667	4201.5	15025.6666666667	2884.5	1330.83333333333	2060.83333333333	16483.5833333333	1964.66666666666	8084	11551.1666666667	22002	2258.33333333333	729.833333333333	5131.8	3507.7	4907.33333333333	2106.5	9895	46.6166666666667	1624	371	85	869.916666666667	0	110	32472.3333333333	834.5	1.75	1.75	0	5.66666666666667	0	2089.66666666667	1821	240	4371.63095238095	1291.5	1	0	1740.5	3948.66666666667	6999	1697.08333333333	31.3333333333333	0	0	301	3	0	0	32.5	1624.5	4	0	0	12.5	198.75	28.5	175.308333333334	0	737.5	0	1306	0	0	3	0	0	0	77.3333333333333	0	0	1378.66666666667	903.5	0	63	307	0	0	58.5	0	3	2	0	342	26.1666666666667	0	0	0	0	44	23.3333333333333	0	5.5	823.916666666665	0	0	10581.2916666667	0	0	146.166666666667	0	43.5	0	0	41.3333333333333	0	809	895.5	450.533333333333	300.5	0	0	0	37	40	221	1	0	0	1477	2886.78333333333	247	4229.5	590.5	0	5156.58333333333	626.5	4556.83333333333	6	979.666666666666	240	240	0	496.5	188.833333333333	571.25	216.333333333333	0	8	0	0	0	0	12.5	12.5	12.5	12.5	0	587	0	26	0	0	67.5	1570.5	2659.16666666667	0	3385.66666666667	44300938.031746
