BAL87002-PE-N706S502-1	F	subsample	0.02
BAL87002-PE-N706S502-1	F	contam	82.2
BAL87002-PE-N706S502-1	F	dust	0.210000000000008
BAL87002-PE-N706S502-1	F	qvtrim	0.0400000000000063
BAL87002-PE-N706S502-1	F	adapt	0.490000000000009
BAL87002-PE-N706S502-1	F	ribo	13.13
BAL87002-PE-N706S502-1	R	subsample	0.0100000000000051
BAL87002-PE-N706S502-1	R	contam	69.31
BAL87002-PE-N706S502-1	R	dust	0.210000000000008
BAL87002-PE-N706S502-1	R	qvtrim	0.0200000000000102
BAL87002-PE-N706S502-1	R	adapt	0.440000000000026
BAL87002-PE-N706S502-1	R	ribo	8.07999999999998
BAL87002-PE-N706S502-1	Paired	combined	175.05
BAL277040-PE-N701S503-1	F	subsample	2.81999999999999
BAL277040-PE-N701S503-1	F	contam	86.63
BAL277040-PE-N701S503-1	F	dust	2.25999999999999
BAL277040-PE-N701S503-1	F	qvtrim	0.339999999999975
BAL277040-PE-N701S503-1	F	adapt	0.800000000000011
BAL277040-PE-N701S503-1	F	ribo	46.15
BAL277040-PE-N701S503-1	R	subsample	2.75
BAL277040-PE-N701S503-1	R	contam	90.17
BAL277040-PE-N701S503-1	R	dust	2.26999999999998
BAL277040-PE-N701S503-1	R	qvtrim	0.350000000000023
BAL277040-PE-N701S503-1	R	adapt	0.800000000000068
BAL277040-PE-N701S503-1	R	ribo	45.41
BAL277040-PE-N701S503-1	Paired	combined	292.35
Total Execution	example_fastq_list.tsv		467.5
